None,0,81,Kieren Jack,6,Greater Western Sydney,Sydney,1,1
None,0,161,Rushed,1,Greater Western Sydney,Sydney,1,1
Curtly Hampton,1,255,None,0,Greater Western Sydney,Sydney,1,1
None,0,437,Craig Bird,6,Greater Western Sydney,Sydney,1,1
None,0,644,Craig Bird,6,Greater Western Sydney,Sydney,1,1
Callan Ward,6,952,None,0,Greater Western Sydney,Sydney,1,1
Devon Smith,1,1182,None,0,Greater Western Sydney,Sydney,1,1
None,0,1537,Josh Kennedy,6,Greater Western Sydney,Sydney,1,1
None,0,1689,Jarrad McVeigh,1,Greater Western Sydney,Sydney,1,1
None,0,1799,Lewis Roberts-Thomson,6,Greater Western Sydney,Sydney,1,1
None,0,1995,Sam Reid,1,Greater Western Sydney,Sydney,1,1
None,0,2276,Ben McGlynn,6,Greater Western Sydney,Sydney,1,1
Nathan Wilson,6,2391,None,0,Greater Western Sydney,Sydney,1,1
Will Hoskin-Elliott,6,2460,None,0,Greater Western Sydney,Sydney,1,1
Curtly Hampton,1,2563,None,0,Greater Western Sydney,Sydney,1,1
None,0,2702,Rushed,1,Greater Western Sydney,Sydney,1,1
None,0,3025,Jude Bolton,6,Greater Western Sydney,Sydney,1,1
None,0,3476,Shane Mumford,6,Greater Western Sydney,Sydney,1,1
None,0,3638,Jarrad McVeigh,6,Greater Western Sydney,Sydney,1,1
None,0,3812,Josh Kennedy,6,Greater Western Sydney,Sydney,1,1
Curtly Hampton,1,3887,None,0,Greater Western Sydney,Sydney,1,1
None,0,3938,Lewis Jetta,6,Greater Western Sydney,Sydney,1,1
None,0,4143,Lewis Jetta,6,Greater Western Sydney,Sydney,1,1
None,0,4333,Gary Rohan,6,Greater Western Sydney,Sydney,1,1
None,0,4536,Sam Reid,1,Greater Western Sydney,Sydney,1,1
None,0,4779,Rushed,1,Greater Western Sydney,Sydney,1,1
None,0,4941,Kieren Jack,1,Greater Western Sydney,Sydney,1,1
None,0,5286,Andrejs Everitt,1,Greater Western Sydney,Sydney,1,1
None,0,5478,Craig Bird,1,Greater Western Sydney,Sydney,1,1
None,0,5656,Rushed,1,Greater Western Sydney,Sydney,1,1
Devon Smith,1,5738,None,0,Greater Western Sydney,Sydney,1,1
Adam Kennedy,1,5855,None,0,Greater Western Sydney,Sydney,1,1
Jonathan Giles,6,5926,None,0,Greater Western Sydney,Sydney,1,1
None,0,6102,Andrejs Everitt,6,Greater Western Sydney,Sydney,1,1
None,0,6232,Andrejs Everitt,1,Greater Western Sydney,Sydney,1,1
None,0,6262,Gary Rohan,1,Greater Western Sydney,Sydney,1,1
Rushed,1,6445,None,0,Greater Western Sydney,Sydney,1,1
None,0,6547,Gary Rohan,1,Greater Western Sydney,Sydney,1,1
James McDonald,6,6729,None,0,Greater Western Sydney,Sydney,1,1
None,0,6862,Adam Goodes,1,Greater Western Sydney,Sydney,1,1
None,0,6987,Alex Johnson,1,Greater Western Sydney,Sydney,1,1
None,0,7088,Craig Bird,1,Greater Western Sydney,Sydney,1,1
Brad Miller,1,45,None,0,Richmond,Carlton,1,2
Ty Vickery,6,293,None,0,Richmond,Carlton,1,2
Shaun Grigg,6,473,None,0,Richmond,Carlton,1,2
None,0,588,Eddie Betts,6,Richmond,Carlton,1,2
