Shaun Hampson,1,144,None,0,Carlton,Richmond,1,1
None,0,275,Mitch Morton,6,Carlton,Richmond,1,1
None,0,432,Jack Riewoldt,6,Carlton,Richmond,1,1
Robert Warnock,1,589,None,0,Carlton,Richmond,1,1
Chris Judd,1,708,None,0,Carlton,Richmond,1,1
Andrew Walker,1,755,None,0,Carlton,Richmond,1,1
Rushed,1,793,None,0,Carlton,Richmond,1,1
Ed Curnow,6,895,None,0,Carlton,Richmond,1,1
Eddie Betts,6,1007,None,0,Carlton,Richmond,1,1
None,0,1144,Jack Riewoldt,6,Carlton,Richmond,1,1
Marc Murphy,1,1241,None,0,Carlton,Richmond,1,1
Mitch Robinson,1,1290,None,0,Carlton,Richmond,1,1
Jarrad Waite,1,1737,None,0,Carlton,Richmond,1,1
Bryce Gibbs,6,1823,None,0,Carlton,Richmond,1,1
Andrew Walker,6,1885,None,0,Carlton,Richmond,1,1
Heath Scotland,1,1972,None,0,Carlton,Richmond,1,1
Andrew Carrazzo,6,2016,None,0,Carlton,Richmond,1,1
None,0,2246,Mitch Morton,6,Carlton,Richmond,1,1
Eddie Betts,6,2532,None,0,Carlton,Richmond,1,1
None,0,2663,Daniel Jackson,6,Carlton,Richmond,1,1
None,0,2982,Jack Riewoldt,6,Carlton,Richmond,1,1
Jeff Garlett,6,3073,None,0,Carlton,Richmond,1,1
Eddie Betts,6,3250,None,0,Carlton,Richmond,1,1
Kade Simpson,1,3350,None,0,Carlton,Richmond,1,1
None,0,3521,Angus Graham,6,Carlton,Richmond,1,1
Marc Murphy,6,3624,None,0,Carlton,Richmond,1,1
None,0,3766,Daniel Jackson,6,Carlton,Richmond,1,1
None,0,3975,Trent Cotchin,1,Carlton,Richmond,1,1
None,0,4017,Matt White,6,Carlton,Richmond,1,1
None,0,4126,Ty Vickery,6,Carlton,Richmond,1,1
Jeff Garlett,1,4296,None,0,Carlton,Richmond,1,1
Andrew Walker,1,4524,None,0,Carlton,Richmond,1,1
None,0,4721,Jack Riewoldt,6,Carlton,Richmond,1,1
Rushed,1,4858,None,0,Carlton,Richmond,1,1
None,0,4933,Jack Riewoldt,1,Carlton,Richmond,1,1
None,0,5116,Jack Riewoldt,6,Carlton,Richmond,1,1
None,0,5467,Trent Cotchin,1,Carlton,Richmond,1,1
None,0,5516,Jack Riewoldt,6,Carlton,Richmond,1,1
None,0,5596,Rushed,1,Carlton,Richmond,1,1
Chris Judd,6,5623,None,0,Carlton,Richmond,1,1
None,0,5725,Rushed,1,Carlton,Richmond,1,1
Andrew Walker,1,5837,None,0,Carlton,Richmond,1,1
Rushed,1,5964,None,0,Carlton,Richmond,1,1
None,0,6160,Daniel Connors,1,Carlton,Richmond,1,1
Eddie Betts,1,6371,None,0,Carlton,Richmond,1,1
Jeff Garlett,6,6406,None,0,Carlton,Richmond,1,1
Shaun Hampson,1,6522,None,0,Carlton,Richmond,1,1
Dennis Armfield,6,6630,None,0,Carlton,Richmond,1,1
Eddie Betts,1,6749,None,0,Carlton,Richmond,1,1
Rushed,1,6771,None,0,Carlton,Richmond,1,1
Shaun Hampson,6,6933,None,0,Carlton,Richmond,1,1
Andrew Walker,6,7014,None,0,Carlton,Richmond,1,1
Eddie Betts,1,7076,None,0,Carlton,Richmond,1,1
None,0,83,Nick Dal Santo,1,Geelong,St Kilda,1,2
Brad Ottens,1,183,None,0,Geelong,St Kilda,1,2
None,0,355,Nick Riewoldt,6,Geelong,St Kilda,1,2
David Wojcinski,1,433,None,0,Geelong,St Kilda,1,2
Harry Taylor,1,526,None,0,Geelong,St Kilda,1,2
None,0,710,Brendon Goddard,6,Geelong,St Kilda,1,2
None,0,926,Nick Dal Santo,1,Geelong,St Kilda,1,2
None,0,1210,Jason Gram,1,Geelong,St Kilda,1,2
None,0,1311,David Armitage,1,Geelong,St Kilda,1,2
None,0,1822,Nick Riewoldt,1,Geelong,St Kilda,1,2
Travis Varcoe,1,1950,None,0,Geelong,St Kilda,1,2
Mitch Duncan,6,2145,None,0,Geelong,St Kilda,1,2
None,0,2236,Jason Blake,1,Geelong,St Kilda,1,2
Steve Johnson,1,2487,None,0,Geelong,St Kilda,1,2
None,0,2611,Stephen Milne,1,Geelong,St Kilda,1,2
None,0,2965,Rushed,1,Geelong,St Kilda,1,2
Rushed,1,3009,None,0,Geelong,St Kilda,1,2
Rushed,1,3312,None,0,Geelong,St Kilda,1,2
None,0,3522,Rushed,1,Geelong,St Kilda,1,2
