Jarryd Roughead,1,131,None,0,Hawthorn,Geelong,Finals,1
None,0,300,Rushed,1,Hawthorn,Geelong,Finals,1
None,0,324,Joel Selwood,6,Hawthorn,Geelong,Finals,1
Rushed,1,743,None,0,Hawthorn,Geelong,Finals,1
None,0,847,Jimmy Bartel,6,Hawthorn,Geelong,Finals,1
Rushed,1,958,None,0,Hawthorn,Geelong,Finals,1
Jarryd Roughead,6,1196,None,0,Hawthorn,Geelong,Finals,1
Jordan Lewis,6,1355,None,0,Hawthorn,Geelong,Finals,1
Paul Puopolo,6,1517,None,0,Hawthorn,Geelong,Finals,1
Rushed,1,1650,None,0,Hawthorn,Geelong,Finals,1
Luke Hodge,1,1979,None,0,Hawthorn,Geelong,Finals,1
None,0,2066,Jimmy Bartel,6,Hawthorn,Geelong,Finals,1
None,0,2246,Tom Hawkins,1,Hawthorn,Geelong,Finals,1
None,0,2350,Rushed,1,Hawthorn,Geelong,Finals,1
None,0,2454,Joel Selwood,6,Hawthorn,Geelong,Finals,1
Isaac Smith,6,2570,None,0,Hawthorn,Geelong,Finals,1
Paul Puopolo,6,2689,None,0,Hawthorn,Geelong,Finals,1
Jack Gunston,6,2826,None,0,Hawthorn,Geelong,Finals,1
None,0,3081,Rushed,1,Hawthorn,Geelong,Finals,1
None,0,3213,Tom Hawkins,1,Hawthorn,Geelong,Finals,1
None,0,3303,Jordan Murdoch,6,Hawthorn,Geelong,Finals,1
None,0,3409,Josh Walker,6,Hawthorn,Geelong,Finals,1
David Hale,6,3467,None,0,Hawthorn,Geelong,Finals,1
Brian Lake,1,3627,None,0,Hawthorn,Geelong,Finals,1
None,0,3680,Mitch Duncan,1,Hawthorn,Geelong,Finals,1
None,0,3883,Joel Selwood,6,Hawthorn,Geelong,Finals,1
Jarryd Roughead,1,4054,None,0,Hawthorn,Geelong,Finals,1
None,0,4201,Tom Hawkins,6,Hawthorn,Geelong,Finals,1
Luke Hodge,6,4334,None,0,Hawthorn,Geelong,Finals,1
Jack Gunston,6,4478,None,0,Hawthorn,Geelong,Finals,1
Jack Gunston,6,4760,None,0,Hawthorn,Geelong,Finals,1
Jarryd Roughead,1,5280,None,0,Hawthorn,Geelong,Finals,1
Luke Breust,6,5490,None,0,Hawthorn,Geelong,Finals,1
Rushed,1,5751,None,0,Hawthorn,Geelong,Finals,1
None,0,5814,Tom Lonergan,1,Hawthorn,Geelong,Finals,1
None,0,5936,Mark Blicavs,6,Hawthorn,Geelong,Finals,1
Rushed,1,6222,None,0,Hawthorn,Geelong,Finals,1
Luke Breust,1,6279,None,0,Hawthorn,Geelong,Finals,1
Jarryd Roughead,6,6450,None,0,Hawthorn,Geelong,Finals,1
Jordan Lewis,6,6698,None,0,Hawthorn,Geelong,Finals,1
Will Langford,1,6819,None,0,Hawthorn,Geelong,Finals,1
Jack Gunston,1,6874,None,0,Hawthorn,Geelong,Finals,1
None,0,6943,Harry Taylor,1,Hawthorn,Geelong,Finals,1
Jordan Lewis,6,6990,None,0,Hawthorn,Geelong,Finals,1
None,0,7047,Steve Johnson,6,Hawthorn,Geelong,Finals,1
Rushed,1,7112,None,0,Hawthorn,Geelong,Finals,1
Will Langford,6,7181,None,0,Hawthorn,Geelong,Finals,1
Lance Franklin,1,46,None,0,Sydney,Fremantle,Finals,2
Kieren Jack,1,143,None,0,Sydney,Fremantle,Finals,2
Nick Malceski,1,212,None,0,Sydney,Fremantle,Finals,2
None,0,439,Tendai Mzungu,6,Sydney,Fremantle,Finals,2
Lance Franklin,6,625,None,0,Sydney,Fremantle,Finals,2
Luke Parker,6,744,None,0,Sydney,Fremantle,Finals,2
None,0,891,Matthew Pavlich,6,Sydney,Fremantle,Finals,2
Ben McGlynn,6,986,None,0,Sydney,Fremantle,Finals,2
None,0,1068,Matthew Pavlich,1,Sydney,Fremantle,Finals,2
Lance Franklin,1,1301,None,0,Sydney,Fremantle,Finals,2
None,0,1369,Nat Fyfe,6,Sydney,Fremantle,Finals,2
Rushed,1,1769,None,0,Sydney,Fremantle,Finals,2
None,0,1793,Matthew Pavlich,6,Sydney,Fremantle,Finals,2
Ben McGlynn,6,1951,None,0,Sydney,Fremantle,Finals,2
None,0,2573,Matthew Taberner,1,Sydney,Fremantle,Finals,2
Rushed,1,2702,None,0,Sydney,Fremantle,Finals,2
Luke Parker,1,2778,None,0,Sydney,Fremantle,Finals,2
None,0,2850,Chris Mayne,1,Sydney,Fremantle,Finals,2
Kurt Tippett,1,3090,None,0,Sydney,Fremantle,Finals,2
Kurt Tippett,6,3216,None,0,Sydney,Fremantle,Finals,2
None,0,3405,Matthew Pavlich,6,Sydney,Fremantle,Finals,2
None,0,3535,Hayden Ballantyne,1,Sydney,Fremantle,Finals,2
Ben McGlynn,6,4150,None,0,Sydney,Fremantle,Finals,2
None,0,4239,Michael Walters,1,Sydney,Fremantle,Finals,2
None,0,4271,Tendai Mzungu,6,Sydney,Fremantle,Finals,2
None,0,4375,Rushed,1,Sydney,Fremantle,Finals,2
Lewis Jetta,6,4448,None,0,Sydney,Fremantle,Finals,2
Dan Hannebery,1,4575,None,0,Sydney,Fremantle,Finals,2
Adam Goodes,6,4990,None,0,Sydney,Fremantle,Finals,2
Kieren Jack,1,5086,None,0,Sydney,Fremantle,Finals,2
Kieren Jack,6,5206,None,0,Sydney,Fremantle,Finals,2
None,0,5338,Cameron Sutcliffe,6,Sydney,Fremantle,Finals,2
None,0,5421,Matthew Pavlich,6,Sydney,Fremantle,Finals,2
Lance Franklin,6,5489,None,0,Sydney,Fremantle,Finals,2
Mike Pyke,1,5619,None,0,Sydney,Fremantle,Finals,2
Lance Franklin,6,5643,None,0,Sydney,Fremantle,Finals,2
None,0,5769,Aaron Sandilands,1,Sydney,Fremantle,Finals,2
None,0,5882,David Mundy,6,Sydney,Fremantle,Finals,2
Mike Pyke,6,6085,None,0,Sydney,Fremantle,Finals,2
None,0,6236,Paul Duffield,1,Sydney,Fremantle,Finals,2
None,0,6362,Michael Walters,6,Sydney,Fremantle,Finals,2
None,0,6462,Lachie Neale,1,Sydney,Fremantle,Finals,2
Adam Goodes,1,6586,None,0,Sydney,Fremantle,Finals,2
Lance Franklin,1,6773,None,0,Sydney,Fremantle,Finals,2
Lewis Jetta,1,6840,None,0,Sydney,Fremantle,Finals,2
Dan Hannebery,6,7129,None,0,Sydney,Fremantle,Finals,2
Lewis Jetta,1,7235,None,0,Sydney,Fremantle,Finals,2
None,0,107,Joe Daniher,6,North Melbourne,Essendon,Finals,3
None,0,241,Rushed,1,North Melbourne,Essendon,Finals,3
None,0,392,Joe Daniher,1,North Melbourne,Essendon,Finals,3
None,0,499,Travis Colyer,6,North Melbourne,Essendon,Finals,3
None,0,625,Paul Chapman,1,North Melbourne,Essendon,Finals,3
Drew Petrie,1,782,None,0,North Melbourne,Essendon,Finals,3
Nick Dal Santo,6,803,None,0,North Melbourne,Essendon,Finals,3
Rushed,1,945,None,0,North Melbourne,Essendon,Finals,3
Levi Greenwood,6,1007,None,0,North Melbourne,Essendon,Finals,3
None,0,1248,Dyson Heppell,1,North Melbourne,Essendon,Finals,3
Ben Brown,1,1473,None,0,North Melbourne,Essendon,Finals,3
None,0,1916,Travis Colyer,6,North Melbourne,Essendon,Finals,3
None,0,2080,Joe Daniher,6,North Melbourne,Essendon,Finals,3
None,0,2684,Brendon Goddard,6,North Melbourne,Essendon,Finals,3
None,0,2928,Paul Chapman,6,North Melbourne,Essendon,Finals,3
Rushed,1,3062,None,0,North Melbourne,Essendon,Finals,3
None,0,3133,Patrick Ryder,1,North Melbourne,Essendon,Finals,3
None,0,3286,David Myers,1,North Melbourne,Essendon,Finals,3
None,0,3434,Tom Bellchambers,1,North Melbourne,Essendon,Finals,3
Shaun Atley,1,3528,None,0,North Melbourne,Essendon,Finals,3
None,0,3632,Zach Merrett,1,North Melbourne,Essendon,Finals,3
None,0,3716,Paul Chapman,6,North Melbourne,Essendon,Finals,3
Ben Brown,6,3850,None,0,North Melbourne,Essendon,Finals,3
Ben Brown,6,3943,None,0,North Melbourne,Essendon,Finals,3
Lindsay Thomas,6,4031,None,0,North Melbourne,Essendon,Finals,3
Ben Brown,6,4288,None,0,North Melbourne,Essendon,Finals,3
Sam Gibson,6,4534,None,0,North Melbourne,Essendon,Finals,3
None,0,4704,Ben Howlett,6,North Melbourne,Essendon,Finals,3
Jack Ziebell,6,4872,None,0,North Melbourne,Essendon,Finals,3
None,0,4943,Joe Daniher,6,North Melbourne,Essendon,Finals,3
Lindsay Thomas,6,5172,None,0,North Melbourne,Essendon,Finals,3
None,0,5374,Tom Bellchambers,6,North Melbourne,Essendon,Finals,3
Ben Brown,6,5498,None,0,North Melbourne,Essendon,Finals,3
Andrew Swallow,1,5568,None,0,North Melbourne,Essendon,Finals,3
None,0,5764,Joe Daniher,6,North Melbourne,Essendon,Finals,3
