Cyril Rioli,1,75,None,0,Hawthorn,Collingwood,Finals,1
Brad Sewell,1,221,None,0,Hawthorn,Collingwood,Finals,1
Luke Hodge,1,406,None,0,Hawthorn,Collingwood,Finals,1
Paul Puopolo,1,470,None,0,Hawthorn,Collingwood,Finals,1
None,0,525,Rushed,1,Hawthorn,Collingwood,Finals,1
Luke Hodge,6,1035,None,0,Hawthorn,Collingwood,Finals,1
None,0,1131,Sharrod Wellingham,6,Hawthorn,Collingwood,Finals,1
None,0,1230,Ben Sinclair,6,Hawthorn,Collingwood,Finals,1
None,0,1334,Rushed,1,Hawthorn,Collingwood,Finals,1
Cyril Rioli,6,1403,None,0,Hawthorn,Collingwood,Finals,1
Luke Breust,6,1474,None,0,Hawthorn,Collingwood,Finals,1
Jack Gunston,1,1535,None,0,Hawthorn,Collingwood,Finals,1
None,0,1656,Ben Sinclair,1,Hawthorn,Collingwood,Finals,1
Paul Puopolo,1,1750,None,0,Hawthorn,Collingwood,Finals,1
Shane Savage,6,1803,None,0,Hawthorn,Collingwood,Finals,1
Jack Gunston,6,1995,None,0,Hawthorn,Collingwood,Finals,1
None,0,2138,Travis Cloke,6,Hawthorn,Collingwood,Finals,1
None,0,2267,Andrew Krakouer,6,Hawthorn,Collingwood,Finals,1
None,0,2527,Dane Swan,1,Hawthorn,Collingwood,Finals,1
Shane Savage,6,2821,None,0,Hawthorn,Collingwood,Finals,1
Lance Franklin,1,2956,None,0,Hawthorn,Collingwood,Finals,1
Luke Hodge,1,2990,None,0,Hawthorn,Collingwood,Finals,1
Cyril Rioli,1,3049,None,0,Hawthorn,Collingwood,Finals,1
None,0,3131,Sharrod Wellingham,6,Hawthorn,Collingwood,Finals,1
None,0,3221,Heath Shaw,6,Hawthorn,Collingwood,Finals,1
None,0,3432,Andrew Krakouer,6,Hawthorn,Collingwood,Finals,1
Isaac Smith,6,3545,None,0,Hawthorn,Collingwood,Finals,1
David Hale,6,3763,None,0,Hawthorn,Collingwood,Finals,1
Lance Franklin,1,3851,None,0,Hawthorn,Collingwood,Finals,1
Lance Franklin,6,3932,None,0,Hawthorn,Collingwood,Finals,1
David Hale,6,4026,None,0,Hawthorn,Collingwood,Finals,1
None,0,4162,Travis Cloke,6,Hawthorn,Collingwood,Finals,1
None,0,4250,Andrew Krakouer,1,Hawthorn,Collingwood,Finals,1
Luke Breust,6,4367,None,0,Hawthorn,Collingwood,Finals,1
None,0,4485,Chris Dawes,6,Hawthorn,Collingwood,Finals,1
Jack Gunston,1,4570,None,0,Hawthorn,Collingwood,Finals,1
Paul Puopolo,6,4632,None,0,Hawthorn,Collingwood,Finals,1
Cyril Rioli,6,4807,None,0,Hawthorn,Collingwood,Finals,1
None,0,4918,Andrew Krakouer,6,Hawthorn,Collingwood,Finals,1
Lance Franklin,6,5081,None,0,Hawthorn,Collingwood,Finals,1
Jack Gunston,6,5142,None,0,Hawthorn,Collingwood,Finals,1
None,0,5202,Travis Cloke,6,Hawthorn,Collingwood,Finals,1
None,0,5268,Alex Fasolo,1,Hawthorn,Collingwood,Finals,1
Isaac Smith,1,5563,None,0,Hawthorn,Collingwood,Finals,1
Jack Gunston,1,5590,None,0,Hawthorn,Collingwood,Finals,1
None,0,5704,Travis Cloke,1,Hawthorn,Collingwood,Finals,1
None,0,5877,Travis Cloke,6,Hawthorn,Collingwood,Finals,1
Xavier Ellis,6,6225,None,0,Hawthorn,Collingwood,Finals,1
Jarryd Roughead,6,6336,None,0,Hawthorn,Collingwood,Finals,1
Luke Hodge,6,6426,None,0,Hawthorn,Collingwood,Finals,1
Lance Franklin,6,6536,None,0,Hawthorn,Collingwood,Finals,1
None,0,6794,Travis Cloke,6,Hawthorn,Collingwood,Finals,1
Liam Shiels,1,6863,None,0,Hawthorn,Collingwood,Finals,1
None,0,7129,Andrew Krakouer,6,Hawthorn,Collingwood,Finals,1
Lance Franklin,6,7226,None,0,Hawthorn,Collingwood,Finals,1
None,0,7399,Travis Cloke,6,Hawthorn,Collingwood,Finals,1
Lance Franklin,1,7478,None,0,Hawthorn,Collingwood,Finals,1
Ben McGlynn,1,331,None,0,Sydney,Adelaide,Finals,2
None,0,441,Taylor Walker,1,Sydney,Adelaide,Finals,2
Adam Goodes,6,499,None,0,Sydney,Adelaide,Finals,2
None,0,710,Taylor Walker,6,Sydney,Adelaide,Finals,2
Adam Goodes,6,793,None,0,Sydney,Adelaide,Finals,2
Lewis Jetta,1,940,None,0,Sydney,Adelaide,Finals,2
None,0,1128,Jared Petrenko,1,Sydney,Adelaide,Finals,2
None,0,1440,David Mackay,1,Sydney,Adelaide,Finals,2
Ben McGlynn,6,1860,None,0,Sydney,Adelaide,Finals,2
None,0,1968,Bernie Vince,1,Sydney,Adelaide,Finals,2
Sam Reid,6,2103,None,0,Sydney,Adelaide,Finals,2
Mitch Morton,6,2334,None,0,Sydney,Adelaide,Finals,2
None,0,2471,Rushed,1,Sydney,Adelaide,Finals,2
None,0,2728,Scott Thompson,1,Sydney,Adelaide,Finals,2
Lewis Jetta,6,2871,None,0,Sydney,Adelaide,Finals,2
None,0,2991,Nathan van Berlo,6,Sydney,Adelaide,Finals,2
None,0,3133,Scott Thompson,1,Sydney,Adelaide,Finals,2
Adam Goodes,6,3453,None,0,Sydney,Adelaide,Finals,2
Mitch Morton,1,3581,None,0,Sydney,Adelaide,Finals,2
None,0,4109,Taylor Walker,1,Sydney,Adelaide,Finals,2
None,0,4132,David Mackay,1,Sydney,Adelaide,Finals,2
None,0,4578,Taylor Walker,1,Sydney,Adelaide,Finals,2
Josh Kennedy,1,4811,None,0,Sydney,Adelaide,Finals,2
None,0,4853,Rory Sloane,6,Sydney,Adelaide,Finals,2
Mitch Morton,6,4979,None,0,Sydney,Adelaide,Finals,2
None,0,5144,Graham Johncock,6,Sydney,Adelaide,Finals,2
Luke Parker,6,5350,None,0,Sydney,Adelaide,Finals,2
None,0,5447,Ian Callinan,6,Sydney,Adelaide,Finals,2
Ryan OKeefe,1,5706,None,0,Sydney,Adelaide,Finals,2
Lewis Jetta,6,5809,None,0,Sydney,Adelaide,Finals,2
None,0,6270,Graham Johncock,1,Sydney,Adelaide,Finals,2
Josh Kennedy,6,6457,None,0,Sydney,Adelaide,Finals,2
None,0,6636,Rushed,1,Sydney,Adelaide,Finals,2
Matthew Pavlich,6,283,None,0,Fremantle,Geelong,Finals,3
None,0,448,Josh Hunt,1,Fremantle,Geelong,Finals,3
Matthew Pavlich,6,551,None,0,Fremantle,Geelong,Finals,3
Hayden Ballantyne,6,708,None,0,Fremantle,Geelong,Finals,3
Ryan Crowley,6,843,None,0,Fremantle,Geelong,Finals,3
Rushed,1,904,None,0,Fremantle,Geelong,Finals,3
Michael Walters,1,1002,None,0,Fremantle,Geelong,Finals,3
Michael Johnson,1,1104,None,0,Fremantle,Geelong,Finals,3
Matthew Pavlich,6,1199,None,0,Fremantle,Geelong,Finals,3
Rushed,1,1299,None,0,Fremantle,Geelong,Finals,3
Rushed,1,1348,None,0,Fremantle,Geelong,Finals,3
Rushed,1,1375,None,0,Fremantle,Geelong,Finals,3
Stephen Hill,1,1615,None,0,Fremantle,Geelong,Finals,3
Hayden Ballantyne,1,1904,None,0,Fremantle,Geelong,Finals,3
Michael Barlow,1,2108,None,0,Fremantle,Geelong,Finals,3
Matthew de Boer,6,2271,None,0,Fremantle,Geelong,Finals,3
None,0,2378,Tom Hawkins,1,Fremantle,Geelong,Finals,3
None,0,2510,Allen Christensen,1,Fremantle,Geelong,Finals,3
Clancee Pearce,6,2630,None,0,Fremantle,Geelong,Finals,3
None,0,2728,Rushed,1,Fremantle,Geelong,Finals,3
